Order,variable,domain,type,stat_label,question,PRG,DSA,LIB,SD,STY,CTR,REF,CON,NAT,SD/LIB,SD/STY,STY/SD,LIB/CTR,SD/CTR,SD/CON,CON/SD,STY/CON,CON/STY,STY/REF,CON/CTR,REF/STY,CON/REF,CON/NAT,Max,Mid,Low
188,race,Demographics,categorical_dist,% Other,Race/ethnicity,0.95,0.67,1.18,1.36,1.51,1.86,3.18,1.39,4.06,1.27,1.4097,1.435,1.452,1.61,1.3744,1.3766,1.4611,1.4404,2.2615,1.5671,2.5639,1.9449,2.6983,,,
189,race,Demographics,categorical_dist,% Middle Eastern,Race/ethnicity,0.52,0.75,0.29,0.31,0.52,0.58,0.43,0.15,0.15,0.3,0.3796,0.415,0.406,0.445,0.2333,0.2213,0.3692,0.3054,0.4795,0.3121,0.4632,0.2368,0.15,,,
190,educ,Demographics,categorical_dist,% No HS,Education level,1.1,4.51,2.35,5.64,11.15,7.2,7.08,7.16,5.14,3.995,7.4671,8.395,4.29,6.42,6.3684,6.4828,9.5233,8.8358,9.3185,7.1751,8.5814,7.1352,6.1702,,,
191,educ,Demographics,categorical_dist,% HS grad,Education level,11.54,20.79,20.7,25.93,34.98,36.29,34.32,34.29,25.25,23.315,28.931,30.455,26.936,31.11,29.9361,30.5656,34.6987,34.5798,34.683,35.0438,34.5635,34.2993,29.8604,,,
192,educ,Demographics,categorical_dist,% Some college,Education level,19.68,24.03,18.35,22.35,20.26,17.61,22.44,17.9,20.04,20.35,21.657,21.305,18.054,19.98,20.2176,19.8825,19.2978,18.8912,21.241,17.7907,21.6358,19.3074,18.9486,,,
193,educ,Demographics,categorical_dist,% 2-year degree,Education level,7.48,7.96,10.11,10.93,10.63,9.9,10.39,10.31,10.27,10.52,10.8305,10.78,10.026,10.415,10.6329,10.5862,10.4995,10.4444,10.522,10.1555,10.4785,10.3348,10.2904,,,
194,educ,Demographics,categorical_dist,% 4-year degree,Education level,31.9,27.15,26.94,21.27,15.43,18.49,17.48,19.68,26.01,24.105,19.3335,18.35,23.56,19.88,20.5081,20.3883,17.1627,17.895,16.3525,19.2315,16.7238,18.998,22.7817,,,
195,educ,Demographics,categorical_dist,% Post-grad,Education level,28.29,15.55,21.54,13.87,7.54,10.51,8.3,10.67,13.29,17.705,11.771,10.705,17.128,12.19,12.3366,12.0956,8.8161,9.3554,7.882,10.6097,8.0196,9.9353,11.9538,,,
196,urbancity,Demographics,categorical_dist,% City,Type of area (1=City … 4=Rural),32.58,30,29.7,30.68,36.28,27.24,23.05,20.47,15.88,30.19,32.537,33.48,28.716,28.96,25.7874,25.0186,29.8343,27.1102,30.3265,23.0216,27.9305,21.2698,18.2209,,,
197,urbancity,Demographics,categorical_dist,% Suburb,Type of area (1=City … 4=Rural),43.57,46.91,42.24,41.71,33.11,37.7,34.56,41.11,41.11,41.975,38.8582,37.41,40.424,39.705,41.4225,41.3773,36.3716,37.75,33.7625,39.8248,34.0251,39.0795,41.11,,,
198,urbancity,Demographics,categorical_dist,% Town,Type of area (1=City … 4=Rural),11.38,11.37,13.17,12.63,11.34,13.12,14.71,12.43,12.89,12.9,12.2022,11.985,13.15,12.875,12.5342,12.5191,11.7844,11.9722,12.8565,12.6901,13.4668,13.1368,12.6554,,,
199,urbancity,Demographics,categorical_dist,% Rural area,Type of area (1=City … 4=Rural),12.1,11.32,14.56,13.97,18.51,21.44,27.18,25.64,29.66,14.265,15.4755,16.24,17.312,17.705,19.5623,20.441,21.4169,22.6454,22.4115,24.057,23.9816,26.1174,27.6098,,,
200,urbancity,Demographics,categorical_dist,% Other,Type of area (1=City … 4=Rural),0.37,0.4,0.33,1,0.76,0.5,0.5,0.36,0.46,0.665,0.9204,0.88,0.398,0.75,0.6933,0.6451,0.5969,0.528,0.643,0.4128,0.5959,0.4034,0.409,,,
201,region,Demographics,categorical_dist,% Northeast,Region,24.99,18.05,22.05,18.26,12.55,14.25,15.9,15.61,13.91,20.155,16.3666,15.405,18.93,16.255,16.9901,16.7906,13.7976,14.3248,14.0575,15.0974,14.6642,15.6999,14.777,,,
202,region,Demographics,categorical_dist,% Midwest,Region,20.46,21.01,20.73,18.96,17.41,22.31,21.93,22.64,22.5,19.845,18.446,18.185,21.362,20.635,20.7235,21.0006,19.5423,20.4434,19.444,22.5156,20.2626,22.4199,22.5714,,,
203,region,Demographics,categorical_dist,% South,Region,24.32,37.83,29.32,36.83,46.73,44.17,37.98,42.86,39.05,33.075,40.1128,41.78,35.26,40.5,39.7196,40.1736,45.1522,44.4854,42.7925,43.3537,41.2079,41.3472,40.9931,,,
204,region,Demographics,categorical_dist,% West,Region,30.23,23.11,27.9,25.96,23.31,19.26,24.19,18.89,24.55,26.93,25.0813,24.635,24.444,22.61,22.5721,22.0397,21.508,20.7464,23.706,19.0295,23.8654,20.533,21.6634,,,
205,age,Demographics,continuous,Median,"Age (years, derived from birth year)",41,33,55,43,38,51,46,59,60,49,41.342,40.5,53.4,47,50.6672,51.872,46.5617,50.18,41.6,55.9848,43.0488,54.97,59.49,,,
206,age,Demographics,continuous,Q25,"Age (years, derived from birth year)",29,25,39,29,27,33,34,43,44,34,28.3368,28,36.6,31,35.7088,36.763,33.5232,36.28,30.15,39.231,31.4177,40.21,43.49,,,
207,age,Demographics,continuous,Q75,"Age (years, derived from birth year)",58,43,67,60,53,64,60,68,67,63.5,57.6788,56.5,65.8,62,63.8336,64.436,59.1155,61.7,56.15,66.4924,57.4177,65.52,67.51,,,
208,faminc_new,Demographics,ordinal,Weighted mean,Family income,8.1686,6.654,7.6663,6.7074,5.4489,6.5223,6.4086,6.902,7.7629,7.1868,6.2901,6.0781,7.2087,6.6149,6.8007,6.8153,6.0413,6.2917,5.8808,6.7589,6.0546,6.749,7.3238,,,
209,faminc_new,Demographics,ordinal_dist,% <$10k,Family income,4.16,9,2.98,6.4,15.33,5.69,8.93,3.81,2.48,4.69,9.3612,10.865,4.064,6.045,5.1589,4.9638,10.6333,8.6484,12.45,4.5186,11.291,5.3972,3.1583,,,
210,faminc_new,Demographics,ordinal_dist,% $10k–20k,Family income,3.68,9.21,4.86,7.87,9.58,8.35,6.69,6.69,4.84,6.365,8.437,8.725,6.256,8.11,7.3045,7.2157,8.4017,7.9038,8.2795,7.3157,7.7561,6.69,5.7835,,,
211,faminc_new,Demographics,ordinal_dist,% $20k–30k,Family income,6.63,8.67,7.82,12.25,13.41,11.65,10.15,10.25,7.77,10.035,12.6347,12.83,9.352,11.95,11.2916,11.141,12.1217,11.5772,11.943,10.7777,11.3526,10.219,9.0348,,,
212,faminc_new,Demographics,ordinal_dist,% $30k–40k,Family income,5.87,9.81,8.34,8.47,9.74,10.5,9.1,9.79,8.56,8.405,8.8911,9.105,9.204,9.485,9.1025,9.2019,9.7604,9.769,9.452,10.0576,9.3361,9.5761,9.1873,,,
213,faminc_new,Demographics,ordinal_dist,% $40k–50k,Family income,6.22,6.81,8.49,8.25,7.54,7.07,7.8,8.73,7.01,8.37,8.0146,7.895,7.922,7.66,8.48,8.5162,8.0252,8.2302,7.657,8.1043,7.7041,8.4417,7.8872,,,
214,faminc_new,Demographics,ordinal_dist,% $50k–60k,Family income,6.78,7.81,7.86,8.08,10.34,10.08,10.44,9.23,7.83,7.97,8.8294,9.21,8.748,9.08,8.6311,8.7177,9.8875,9.6962,10.385,9.5504,10.4031,9.6051,8.544,,,
215,faminc_new,Demographics,ordinal_dist,% $60k–70k,Family income,6,5.54,7.01,6.83,5.68,6.55,7.54,7.59,6.65,6.92,6.4487,6.255,6.826,6.69,7.1942,7.2514,6.4587,6.7878,6.517,7.198,6.8538,7.5745,7.1294,,,
216,faminc_new,Demographics,ordinal_dist,% $70k–80k,Family income,8.42,6.46,8.16,7.26,5.6,8,6.67,7.62,7.14,7.71,6.7095,6.43,8.096,7.63,7.4325,7.4596,6.4236,6.7716,6.0815,7.7632,6.2753,7.3255,7.3848,,,
217,faminc_new,Demographics,ordinal_dist,% $80k–100k,Family income,10.29,7.48,9.8,8.12,5.95,9.27,9.77,10.56,11.48,8.96,7.4004,7.035,9.588,8.695,9.2892,9.473,7.8295,8.6238,7.669,10.0738,8.3608,10.3151,11.0108,,,
218,faminc_new,Demographics,ordinal_dist,% $100k–120k,Family income,10.14,8.84,8.5,7.05,5.55,6.08,8.53,7.13,10.07,7.775,6.5526,6.3,7.532,6.565,7.0883,7.0944,6.1942,6.4664,6.891,6.7343,7.4307,7.564,8.5706,,,
219,faminc_new,Demographics,ordinal_dist,% $120k–150k,Family income,12.1,8.31,9.71,7.18,4.47,6.66,7.2,8.53,11.16,8.445,6.2814,5.825,8.49,6.92,7.8269,7.9286,6.1253,6.8248,5.6985,7.8252,6.1929,8.1177,9.8187,,,
220,faminc_new,Demographics,ordinal_dist,% $150k–200k,Family income,9.72,6.12,7.87,5.44,3.23,5.54,4.25,5.41,8.02,6.655,4.7072,4.335,6.938,5.49,5.4256,5.4234,4.1188,4.4944,3.689,5.459,3.8737,5.0504,6.6889,,,
221,faminc_new,Demographics,ordinal_dist,% $200k–250k,Family income,4.6,3.33,3.79,2.91,1.76,1.94,1.41,2.24,3.18,3.35,2.5287,2.335,3.05,2.425,2.5889,2.5385,1.9557,2.0384,1.6025,2.1269,1.5391,1.9827,2.7006,,,
222,faminc_new,Demographics,ordinal_dist,% $250k–350k,Family income,4.03,1.72,3.28,2.2,0.75,1.77,0.71,1.23,1.54,2.74,1.7192,1.475,2.676,1.985,1.7352,1.6621,0.9457,1.0284,0.732,1.4335,0.7248,1.0688,1.3819,,,
223,faminc_new,Demographics,ordinal_dist,% $350k–500k,Family income,0.9,0.67,0.87,1.24,0.61,0.32,0.61,0.71,1.37,1.055,1.0311,0.925,0.65,0.78,0.986,0.9461,0.6508,0.668,0.61,0.563,0.61,0.679,1.0334,,,
224,faminc_new,Demographics,ordinal_dist,% $500k+,Family income,0.46,0.2,0.64,0.46,0.47,0.52,0.2,0.51,0.91,0.55,0.4633,0.465,0.592,0.49,0.484,0.4877,0.4863,0.4932,0.3485,0.5138,0.2996,0.4139,0.706,,,
225,marstat,Demographics,categorical_dist,% Married,Marital status,43.93,28.97,49.07,37.5,34.18,47.47,45.49,56.21,63.14,43.285,36.3991,35.84,48.43,42.485,46.4658,47.8747,43.1616,46.9574,39.2695,52.9159,41.3177,52.8868,59.6057,,,
226,marstat,Demographics,categorical_dist,% Separated,Marital status,1.08,1.41,0.96,1.95,2.59,1.45,2.97,1.62,1.32,1.455,2.1622,2.27,1.156,1.7,1.7919,1.767,2.1945,2.0274,2.761,1.5559,2.8298,2.0385,1.473,,,
227,marstat,Demographics,categorical_dist,% Divorced,Marital status,6.42,6.71,11.74,9.5,8.94,11.38,11.14,11.2,9.81,10.62,9.3143,9.22,11.596,10.44,10.3146,10.4427,9.8614,10.2508,9.93,11.2678,10.3284,11.1814,10.5189,,,
228,marstat,Demographics,categorical_dist,% Widowed,Marital status,2.77,1.94,5.39,4.13,4.04,5.75,4.97,7.84,5.58,4.76,4.1002,4.085,5.534,4.94,5.9078,6.1872,5.5893,6.244,4.4585,7.0523,4.6269,6.9503,6.7326,,,
229,marstat,Demographics,categorical_dist,% Never married,Marital status,40.82,53.03,28.22,39.14,42.32,29.08,29.12,19.45,16.92,33.68,40.1945,40.73,28.564,34.11,29.7046,28.2219,32.9959,29.0554,36.38,23.0795,33.9895,22.4477,18.2103,,,
230,marstat,Demographics,categorical_dist,% Domestic/civil partnership,Marital status,4.99,7.94,4.62,7.78,7.92,4.86,6.31,3.68,3.23,6.2,7.8264,7.85,4.716,6.32,5.8153,5.5066,6.1914,5.4608,7.1955,4.1247,6.9039,4.4953,3.4595,,,
231,child18,Demographics,binary,% Supporting,Children under 18 in household,18.8446,19.5257,17.7389,23.0216,29.7865,22.3617,29.0282,19.4741,18.7309,20.3803,25.2648,26.404,19.588,22.6916,21.3216,21.0545,25.5821,23.8053,29.4453,20.5624,29.3079,22.4359,19.1099,,,
233,numchildren,Demographics,continuous,Q25,Number of children,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
232,numchildren,Demographics,continuous,Median,Number of children,0,0,1,1,1,1,1,2,2,1,1,1,1,1,1.4792,1.5545,1.4077,1.58,1,1.6231,1,1.69,2,,,
234,numchildren,Demographics,continuous,Q75,Number of children,2,1,2,2,2,2,2,3,3,2,2,2,2,2,2.4792,2.5545,2.4077,2.58,2,2.6231,2,2.69,3,,,
235,ownhome,Demographics,categorical_dist,% Own,Home ownership,64.72,50.19,70.95,59.37,52.04,67.83,65.49,76.48,83.92,65.16,56.9394,55.705,69.702,63.6,67.5691,68.8575,62.0042,66.2152,58.0925,73.2198,60.5283,73.0731,80.1256,,,
236,ownhome,Demographics,categorical_dist,% Rent,Home ownership,30.44,43.78,26.89,35.31,43.79,30,30.75,21.42,13.92,31.1,38.122,39.55,28.134,32.655,28.6539,27.608,34.6698,30.8154,37.922,24.6538,35.5605,24.3123,17.745,,,
237,ownhome,Demographics,categorical_dist,% Other,Home ownership,4.84,6.03,2.16,5.32,4.17,2.18,3.76,2.1,2.16,3.74,4.9387,4.745,2.168,3.75,3.777,3.5345,3.3261,2.9694,3.9855,2.1302,3.9112,2.6146,2.1294,,,
238,immstat,Demographics,categorical_dist,"% Immigrant, naturalized",Immigration background,3.73,4.79,5.15,6.18,7.81,8.73,4.07,5.09,3.2,5.665,6.7205,6.995,6.582,7.455,5.6577,5.5756,6.7011,6.2324,6.127,6.4619,5.4497,4.7738,4.1639,,,
239,immstat,Demographics,categorical_dist,"% Immigrant, not citizen",Immigration background,1.72,3.59,2.26,3.38,4.63,1.84,1.88,0.88,0.53,2.82,3.7945,4.005,2.092,2.61,2.182,1.9937,3.1011,2.455,3.3925,1.2418,2.8945,1.19,0.7085,,,
240,immstat,Demographics,categorical_dist,"% US-born, parent immigrant",Immigration background,10.75,14.73,10.61,14.04,13.44,10.99,9.57,8.13,7.72,12.325,13.841,13.74,10.762,12.515,11.2079,10.7629,11.2751,10.3602,11.6985,9.2079,10.9976,8.5764,7.9291,,,
241,immstat,Demographics,categorical_dist,"% US-born, grandparent immigrant",Immigration background,21.23,13.24,22.23,15.43,10.84,14.65,15.09,20.42,23.59,18.83,13.908,13.135,19.198,15.04,17.8212,18.197,14.7458,16.3964,12.7525,18.2453,13.5222,18.7677,21.9733,,,
242,immstat,Demographics,categorical_dist,% 3+ gen US-born,Immigration background,62.57,63.64,59.74,60.97,63.28,63.8,69.4,65.48,64.97,60.355,61.736,62.125,61.364,62.385,63.1312,63.4708,64.1769,64.556,66.034,64.8468,67.1423,66.6952,65.2301,,,
243,sexuality,Demographics,categorical_dist,% Heterosexual/straight,Sexual orientation,70.34,58.23,84.42,82.48,85.51,93.78,90.88,95.42,95.4,83.45,83.4847,83.995,88.164,88.13,88.6808,89.6552,89.5503,91.2578,87.9265,94.8019,88.899,94.0126,95.4102,,,
244,sexuality,Demographics,categorical_dist,% Lesbian/gay woman,Sexual orientation,3.17,3.42,2.05,1.72,1.39,0.37,0.54,0.39,0.04,1.885,1.6106,1.555,1.378,1.045,1.0827,0.9825,0.9823,0.81,1.0075,0.3825,0.8536,0.4365,0.2185,,,
245,sexuality,Demographics,categorical_dist,% Gay man,Sexual orientation,6.66,4.43,5.98,4.62,1.9,1.7,1.04,0.91,1.05,5.3,3.718,3.26,4.268,3.16,2.8422,2.5628,1.4964,1.3258,1.513,1.2078,1.3573,0.9503,0.9786,,,
246,sexuality,Demographics,categorical_dist,% Bisexual,Sexual orientation,14.47,23.45,4.92,7.13,6.42,2.39,4.32,1.62,2.03,6.025,6.8946,6.775,3.908,4.76,4.4896,4.0747,4.463,3.636,5.475,1.9102,5.0947,2.457,1.8209,,,
247,sexuality,Demographics,categorical_dist,% Other,Sexual orientation,3.77,7.29,1.35,1.15,1.98,1.07,1.18,0.51,0.15,1.25,1.4252,1.565,1.238,1.11,0.8433,0.7951,1.3807,1.1274,1.62,0.7211,1.4751,0.7177,0.3336,,,
248,sexuality,Demographics,categorical_dist,% Prefer not to say,Sexual orientation,1.58,3.17,1.29,2.89,2.79,0.68,2.04,1.16,1.33,2.09,2.8568,2.84,1.046,1.785,2.061,1.9307,2.1254,1.8446,2.4525,0.9791,2.3167,1.4328,1.2433,,,
249,employ,Employment & Labor,categorical_dist,% Full-time,Employment status,50.32,40.7,38.15,37.9,37.17,37.94,38.52,34.54,41.93,38.025,37.6579,37.535,38.066,37.92,36.2899,36.0369,36.0977,35.6446,37.7775,35.8215,38.022,35.7738,38.1611,,,
250,employ,Employment & Labor,categorical_dist,% Part-time,Employment status,9.13,12.72,9.72,11.62,13.18,12.49,11.95,9.83,7.81,10.67,12.1373,12.4,10.828,12.055,10.7622,10.6274,11.8142,11.237,12.6265,10.8326,12.4037,10.4872,8.8402,,,
251,employ,Employment & Labor,categorical_dist,% Temporarily laid off,Employment status,1.13,0.34,0.52,1.38,1.7,1.12,0.67,0.39,0.4,0.95,1.4861,1.54,0.76,1.25,0.9056,0.831,1.1659,0.9402,1.2365,0.6651,1.05,0.4768,0.3949,,,
252,employ,Employment & Labor,categorical_dist,% Unemployed,Employment status,7.4,15.07,5.79,8.92,14.2,7.89,7.98,5.65,5.59,7.355,10.6708,11.56,6.63,8.405,7.353,7.1068,10.7142,9.241,11.401,6.4943,10.2746,6.3723,5.6206,,,
253,employ,Employment & Labor,categorical_dist,% Retired,Employment status,13.35,5.72,29.81,17.28,11.38,23.85,17.75,32.21,28.85,23.545,15.3236,14.33,27.426,20.565,24.4345,25.5587,19.8724,23.4614,14.2465,29.0591,15.4001,27.7274,30.5636,,,
254,employ,Employment & Labor,categorical_dist,% Permanently disabled,Employment status,3.8,5.39,5.12,6.31,6.58,6.05,8.49,6.99,5.42,5.715,6.3995,6.445,5.492,6.18,6.6359,6.6871,6.7472,6.8178,7.4395,6.6357,7.7854,7.455,6.2207,,,
255,employ,Employment & Labor,categorical_dist,% Homemaker,Employment status,3.53,6.06,4.56,6.3,6.91,5.8,9.05,7.04,6.21,5.43,6.5023,6.605,5.056,6.05,6.6546,6.7103,6.963,6.9854,7.873,6.5726,8.2606,7.6631,6.6333,,,
256,employ,Employment & Labor,categorical_dist,% Student,Employment status,8.83,11.26,4.54,7.49,6.23,3.32,2.97,1.81,2.01,6.015,7.0722,6.86,4.052,5.405,4.7681,4.3404,4.428,3.6664,4.763,2.3791,4.1726,2.1696,1.908,,,
257,employ,Employment & Labor,categorical_dist,% Other,Employment status,2.5,2.74,1.79,2.81,2.67,1.54,2.61,1.55,1.78,2.3,2.7636,2.74,1.69,2.175,2.2062,2.1113,2.2134,2.0204,2.643,1.5462,2.6321,1.8786,1.6627,,,
258,union,Employment & Labor,categorical_dist,% Current member,Labor union membership,9.27,7.14,8.03,6.41,4.39,5.4,4.58,4.1,5.51,7.22,5.7402,5.4,6.978,5.905,5.303,5.1291,4.2718,4.2218,4.4755,4.59,4.5099,4.2488,4.7909,,,
259,union,Employment & Labor,categorical_dist,% Former member,Labor union membership,18.3,11.25,21.62,15.76,9.13,12.79,14.3,16.9,22.22,18.69,13.5615,12.445,18.088,14.275,16.3063,16.3921,12.2978,13.6366,11.4565,15.3509,12.3928,16.094,19.5068,,,
260,union,Employment & Labor,categorical_dist,% Never member,Labor union membership,72.43,81.61,70.35,77.83,86.48,81.81,81.12,79,72.28,74.09,80.6983,82.155,74.934,79.82,78.3907,78.4788,83.4304,82.1416,84.068,80.0591,83.0973,79.6572,75.7072,,,
261,unionhh,Employment & Labor,categorical_dist,% Currently member,Household union membership,9.14,6.12,7.39,8.18,5.44,5.37,8.37,4.99,4.94,7.785,7.2714,6.81,6.582,6.775,6.6514,6.4111,5.2565,5.179,6.7585,5.1332,7.2891,6.0378,4.9655,,,
262,unionhh,Employment & Labor,categorical_dist,% Formerly member,Household union membership,13.13,9.28,15.31,9.46,5.77,10.06,8.28,11.32,13.82,12.385,8.2364,7.615,13.21,9.76,10.3513,10.4914,8.0327,8.989,6.8995,10.8451,7.3541,10.3776,12.545,,,
263,unionhh,Employment & Labor,categorical_dist,% Never member,Household union membership,70.83,71.99,71.12,72.73,73.4,78.09,74.73,78.44,78.25,71.925,72.9522,73.065,73.908,75.41,75.4662,75.8962,75.4548,76.3232,73.9985,78.3081,74.2394,77.2899,78.3469,,,
264,unionhh,Employment & Labor,categorical_dist,% Not sure,Household union membership,6.9,12.62,6.19,9.63,15.38,6.48,8.61,5.25,2.98,7.91,11.5367,12.505,6.306,8.055,7.5311,7.2013,11.25,9.5046,12.3335,5.7136,11.1075,6.2916,4.1377,,,
265,hadjob,Employment & Labor,binary,% Supporting,Had a job in the past 5 years (% Yes),56.8773,60.5504,41.8414,46.7077,53.1052,39.7047,43.6933,40.4569,40.4042,44.2746,48.8291,49.9065,40.9867,43.2062,43.7123,43.2416,47.9485,45.7692,48.8698,40.1734,47.1653,41.4602,40.4311,,,
266,gigwork,Employment & Labor,binary,% Supporting,Gig / freelance work (% Yes),14.4008,24.3313,12.0277,19.9345,27.1204,21.591,20.7645,13.524,9.5747,15.9811,22.3173,23.5275,15.853,20.7628,16.8626,16.3799,21.5771,19.2345,24.2602,16.5645,23.1092,15.7686,11.5888,,,
267,investor,Employment & Labor,binary,% Supporting,Owns stocks or mutual funds (% Yes),58.1696,35.9215,56.3547,40.0528,27.9123,40.5127,36.5457,45.0794,53.3791,48.2037,36.027,33.9825,50.0179,40.2828,42.4615,42.84,34.9113,37.8692,31.7973,43.3582,33.3608,42.434,49.1463,,,
268,milstat_1,Demographics,binary,% Supporting,Currently serving in military (% Yes),0.2937,0.1263,0.1807,0.3496,1.1736,1.1244,1.1428,0.081,0.5782,0.2651,0.6228,0.7616,0.5582,0.737,0.2209,0.2007,0.7281,0.5399,1.1597,0.4743,1.1542,0.4102,0.3246,,,
269,milstat_3,Demographics,binary,% Supporting,Previously served in military (% Yes),4.2875,3.0464,7.9847,6.6521,5.5362,8.7491,9.5049,13.5638,18.0805,7.3184,6.2821,6.0941,8.2905,7.7006,9.9642,10.4846,8.8091,10.1922,7.3221,11.7491,8.0408,12.3055,15.777,,,
270,presvote20post,Voting History,categorical_dist,% Biden,2020 Presidential vote,88.66,70.51,85.4,61.77,37.88,33.2,9.75,11.86,1.7,73.585,53.8481,49.825,64.52,47.485,37.8531,34.0949,27.2716,22.7884,25.2215,19.903,20.1272,11.2059,6.8816,,,
271,presvote20post,Voting History,categorical_dist,% Trump,2020 Presidential vote,0.4,0.42,2.8,6.73,16.33,41.87,58.22,69.38,89.37,4.765,9.9134,11.53,18.428,24.3,36.7519,41.4694,37.9585,47.099,35.1805,59.0115,42.7668,65.9204,79.1751,,,
272,presvote20post,Voting History,categorical_dist,% Jorgensen,2020 Presidential vote,0.17,0.3,0.4,1.15,1.15,1.07,1.03,1.2,0.72,0.775,1.15,1.15,0.668,1.11,1.174,1.1777,1.1704,1.179,1.096,1.151,1.0743,1.1473,0.9648,,,
273,presvote20post,Voting History,categorical_dist,% Hawkins,2020 Presidential vote,1.35,0.71,0.22,0.42,0.16,0.01,0.13,0.09,0.02,0.32,0.3338,0.29,0.136,0.215,0.2619,0.237,0.1315,0.1194,0.1465,0.0598,0.1411,0.1024,0.0557,,,
274,presvote20post,Voting History,categorical_dist,% Other,2020 Presidential vote,0.84,0.55,0.27,0.37,0.44,0.76,0.55,0.42,0.4,0.32,0.3932,0.405,0.466,0.565,0.394,0.3977,0.4318,0.4284,0.4895,0.5481,0.5094,0.4603,0.4102,,,
275,presvote20post,Voting History,categorical_dist,% Did not vote,2020 Presidential vote,8.58,27.51,10.91,29.56,44.03,23.09,30.32,17.04,7.8,20.235,34.3583,36.795,15.782,26.325,23.5604,22.6177,33.0262,28.3758,37.8605,19.3202,35.3776,21.1568,12.5124,,,
276,presvote16post,Voting History,categorical_dist,% Clinton,2016 Presidential vote,67.81,44.53,67.36,44.66,26.43,23.94,6.02,8.07,1.98,56.01,38.6149,35.545,49.992,34.3,27.1261,24.3708,18.9446,15.7812,17.2455,14.0514,13.5492,7.4345,5.0859,,,
277,presvote16post,Voting History,categorical_dist,% Trump,2016 Presidential vote,0.52,1.47,4.6,7.04,13.41,38.35,47.69,61.68,77.26,5.82,9.1523,10.225,18.1,22.695,33.2235,37.3379,33.0897,41.4066,28.836,52.8869,35.0441,57.3431,69.3142,,,
278,presvote16post,Voting History,categorical_dist,% Johnson,2016 Presidential vote,2.45,2.4,2.79,2.98,1.9,2.66,3.26,2.3,2.59,2.885,2.6219,2.44,2.738,2.82,2.6541,2.6029,2.0631,2.132,2.512,2.4357,2.7583,2.5976,2.4421,,,
279,presvote16post,Voting History,categorical_dist,% Stein,2016 Presidential vote,3.03,3.47,1.67,1.2,1.74,0.87,0.58,0.34,0.34,1.435,1.3791,1.47,1.35,1.035,0.7879,0.7231,1.1692,0.928,1.218,0.5398,1.0079,0.4144,0.34,,,
280,presvote16post,Voting History,categorical_dist,% McMullin,2016 Presidential vote,0.13,0.39,0.55,0.47,0.33,0.43,0.43,0.55,0.61,0.51,0.4236,0.4,0.502,0.45,0.5083,0.5144,0.4197,0.4576,0.375,0.5048,0.3931,0.5128,0.5794,,,
281,presvote16post,Voting History,categorical_dist,% Other,2016 Presidential vote,1.02,0.96,1.18,1.3,1.26,1.3,1.23,1.1,1.32,1.24,1.2867,1.28,1.228,1.3,1.2042,1.1891,1.1948,1.1672,1.2465,1.1754,1.2411,1.1403,1.2078,,,
282,presvote16post,Voting History,categorical_dist,% Did not vote,2016 Presidential vote,25.03,46.78,21.86,42.35,54.93,32.45,40.79,25.96,15.9,32.105,46.5215,48.64,26.096,37.4,34.4959,33.2617,43.1189,38.1274,48.567,28.4061,46.0062,30.5573,21.0306,,,
283,gunown,Demographics,categorical_dist,% Personally owns,Personal gun ownership,11.38,9.79,17.01,18.17,18.83,28.97,37.32,39.18,54.91,17.59,18.3889,18.5,21.794,23.57,28.238,29.82,27.1267,30.633,27.1505,35.3319,30.499,38.6034,46.8877,,,
284,gunown,Demographics,categorical_dist,"% HH owns, not me",Personal gun ownership,8.27,16.42,11.63,13.26,14.22,13.01,15.34,12.78,8.48,12.445,13.5783,13.74,12.182,13.135,13.03,12.9938,13.6329,13.3848,14.724,12.8667,14.9268,13.5736,10.673,,,
285,gunown,Demographics,categorical_dist,% No one in HH,Personal gun ownership,80.35,73.8,71.36,68.57,66.96,58.03,47.35,48.05,36.61,69.965,68.0361,67.765,66.028,63.3,58.7368,57.1917,59.2504,55.9922,58.1355,51.8115,54.5841,47.833,42.4444,,,
90,CC24_441e,Racial & Gender,likert5_dist,% Strongly Agree,I resent when Whites deny racial discrimination exists,83.66,76.92,66.82,48.78,39,37.89,19.79,22.35,1.74,57.8,45.537,43.89,55.248,43.335,36.1147,34.1246,32.2118,29.343,30.3555,28.207,26.8766,21.5564,12.2511,,,
91,CC24_441e,Racial & Gender,likert5_dist,% Agree,I resent when Whites deny racial discrimination exists,13.38,13.36,20.3,26.1,23.88,24.76,18.51,18.86,6.07,23.2,25.3638,24.99,22.084,25.43,22.6306,22.0854,21.8333,20.9684,21.4635,21.0837,20.491,18.7515,12.5929,,,
92,CC24_441e,Racial & Gender,likert5_dist,% Neither,I resent when Whites deny racial discrimination exists,2.05,7.7,9.82,20.14,28.11,22.04,31.05,36.35,28.19,14.98,22.7829,24.125,14.708,21.09,27.9078,29.1284,31.4694,32.8892,29.433,30.9566,29.9654,34.707,32.3516,,,
93,CC24_441e,Racial & Gender,likert5_dist,% Disagree,I resent when Whites deny racial discrimination exists,0.58,0.74,0.47,2.98,5.32,5.18,11.27,10.35,14.28,1.725,3.7559,4.15,2.354,4.08,6.5117,7.0667,7.3707,8.2374,7.9975,8.4014,9.075,10.6352,12.2757,,,
