variable,domain,type,stat_label,question,overall,CON,SD,STY,REF,CTR,LIB,CON/CTR,CON/SD,CON/STY,SD/STY,SD/CON,SD/CTR,SD/LIB,STY/REF,STY/SD,STY/CON,REF/STY,CON/REF,CON/NAT,LIB/CTR,REF/SD,CTR/LIB,PRG/DSA,cond_chamber,irv_chamber,cond_pure_chamber,irv_pure_chamber,cond_bloc1,cond_bloc2,cond_bloc3,cond_bloc4,irv_bloc1,irv_bloc2,irv_bloc3,irv_bloc4
CC24_423,Elections & Trust,trust_dist,% None at all,Trust in federal government (1=Great deal … 4=None at all),14.83,12.13,9.97,16.92,28.72,5.84,7.31,9.7593,11.1677,14.1418,12.2746,11.0051,7.905,8.64,22.23,13.445,14.9671,24.367,17.2729,21.2587,6.722,20.2825,6.575,14.609,12.8221,12.3837,10.8669,11.9863,22.23,13.1295,14.0613,9.6375,15.3443,15.6274,10.5052,11.2564
CC24_424,Elections & Trust,trust,Weighted mean,Trust in state government (1=Great deal … 4=None at all),2.4493,2.4074,2.3903,2.6656,2.8783,2.0054,2.1221,2.2559,2.3998,2.5158,2.4816,2.3985,2.1978,2.2562,2.7613,2.5279,2.5603,2.7998,2.5534,2.5849,2.0754,2.6587,2.0637,2.3854,2.4476,2.4196,2.3437,2.3777,2.7613,2.4357,2.5524,2.3568,2.4986,2.5641,2.3333,2.4362
CC24_424,Elections & Trust,trust_dist,% Great deal,Trust in state government (1=Great deal … 4=None at all),12.9,12.6,11.54,7.0,4.1,28.99,21.39,18.7774,12.1278,10.248,10.0345,12.048,20.265,16.465,5.695,9.27,9.2831,5.1698,9.965,10.248,24.43,7.448,25.19,13.902,11.9125,12.8227,15.8233,14.9418,5.695,12.5551,8.8674,12.7712,10.9531,9.3283,15.1907,10.9532
CC24_424,Elections & Trust,trust_dist,% Fair amount,Trust in state government (1=Great deal … 4=None at all),42.36,44.0,46.49,37.28,30.64,45.67,50.79,44.6294,45.1093,41.1776,43.436,45.2968,46.08,48.64,34.292,41.885,40.0197,33.0895,39.8584,38.9481,48.742,37.7725,48.23,45.081,43.012,43.4135,43.6927,43.0073,34.292,42.7383,41.0683,47.0275,41.4115,39.837,44.9022,44.8096
CC24_424,Elections & Trust,trust_dist,% Not very much,Trust in state government (1=Great deal … 4=None at all),31.65,33.45,33.37,37.87,38.59,21.17,22.05,28.8217,33.4144,35.3064,34.8622,33.4083,27.27,27.71,38.194,35.62,36.068,38.3244,35.0434,32.862,21.698,36.241,21.61,29.597,33.4794,32.7449,30.7806,31.3943,38.194,33.2851,36.019,31.955,34.4459,35.9146,31.2942,33.903
CC24_424,Elections & Trust,trust_dist,% None at all,Trust in state government (1=Great deal … 4=None at all),13.09,9.94,8.6,17.85,26.67,4.18,5.78,7.7691,9.343,13.2622,11.6673,9.2421,6.39,7.19,21.819,13.225,14.6251,23.4163,15.1263,17.9368,5.14,18.5385,4.98,11.417,11.5938,11.017,9.7045,10.6569,21.819,11.4164,14.0453,8.2475,13.1814,14.9155,8.6088,10.3346
CC24_312a,Approval,approval4,Weighted mean,Job approval — President Biden,2.8887,3.674,2.1854,2.7118,3.7169,3.0209,1.7032,3.4278,3.0108,3.2699,2.36,2.8987,2.6032,1.9443,3.1641,2.4486,3.1041,3.3461,3.6873,3.8202,2.2303,3.0277,2.362,2.0,2.8978,2.8941,2.8271,2.9513,3.1641,3.3222,2.4953,2.1251,3.6823,3.2246,3.1946,2.2741
CC24_312a,Approval,approval4_dist,% Strongly approve,Job approval — President Biden,16.69,3.0,26.59,17.08,2.43,14.15,45.84,7.2024,13.5093,8.9136,23.4365,15.2857,20.37,36.215,10.4875,21.835,11.3396,7.8344,2.8233,1.5692,33.164,13.302,29.995,30.12,15.5672,15.7154,16.4298,14.4818,10.4875,8.5342,20.9917,28.9962,2.8896,9.5803,10.7351,25.3176
CC24_312a,Approval,approval4_dist,% Somewhat approve,Job approval — President Biden,24.53,7.53,42.12,28.34,6.23,19.64,42.1,12.0943,22.9398,16.2702,37.5506,25.5445,30.88,42.11,18.3905,35.23,19.8558,14.3864,7.127,3.9334,33.116,22.3805,30.87,48.445,24.6176,24.6966,25.9984,23.2745,18.3905,15.2762,34.0081,42.1175,7.2781,17.2212,18.1345,39.404
CC24_312a,Approval,approval4_dist,% Somewhat disapprove,Job approval — President Biden,11.99,8.55,17.44,20.89,8.55,16.19,7.96,11.4295,12.5105,13.7328,18.584,13.1799,16.815,12.7,15.337,19.165,15.859,13.1022,8.55,5.4091,11.252,12.5505,12.075,12.744,14.281,14.0503,16.0057,14.8735,15.337,11.6296,19.4709,16.255,8.55,14.3545,12.0631,17.8236
CC24_312a,Approval,approval4_dist,% Strongly disapprove,Job approval — President Biden,46.78,80.92,13.85,33.68,82.78,50.02,4.1,69.2738,51.0403,61.0792,20.4256,45.9899,31.935,8.975,55.775,23.765,52.9397,64.667,81.4966,89.0883,22.468,51.7615,27.06,8.694,45.5315,45.5356,41.5639,47.3678,55.775,64.5581,25.5234,12.6312,81.2804,58.8386,59.0673,17.4528
CC24_312b,Approval,approval4,Weighted mean,Job approval — U.S. Congress,3.076,3.0242,3.061,2.9039,3.2644,2.786,3.1679,2.9344,3.0406,2.9737,3.0089,3.0434,2.9235,3.1144,3.0661,2.9825,2.9529,3.1314,3.0987,3.1236,3.0151,3.1729,2.977,3.2888,3.0167,3.0167,2.9468,2.9736,3.0661,3.0173,2.9685,3.0744,3.0708,2.9856,2.9918,3.0334
CC24_312b,Approval,approval4_dist,% Strongly approve,Job approval — U.S. Congress,2.54,1.85,2.24,4.89,1.66,7.35,1.95,3.923,2.0237,3.1268,3.1187,2.0531,4.795,2.095,3.4365,3.565,3.6506,2.8515,1.7911,1.1983,4.11,1.921,4.65,0.386,2.901,2.9451,4.1824,3.821,3.4365,2.6398,3.8,2.2038,1.8132,3.2657,2.9026,2.7531
CC24_312b,Approval,approval4_dist,% Somewhat approve,Job approval — U.S. Congress,20.68,20.77,22.04,28.63,13.79,30.94,19.01,24.6031,21.3358,24.0712,24.2252,21.4314,26.49,20.525,21.952,25.335,25.4255,19.2645,18.6062,18.0113,23.782,17.5025,24.975,12.473,22.8974,22.8006,25.5639,24.3965,21.952,21.9917,25.9194,21.6613,19.4176,23.9437,22.8511,23.2439
CC24_312b,Approval,approval4_dist,% Somewhat disapprove,Job approval — U.S. Congress,43.42,50.49,43.07,37.67,41.0,37.48,39.33,45.5865,47.1844,45.1056,41.2794,46.6257,40.275,41.2,39.1685,40.37,42.8967,39.7716,47.5481,48.0204,38.59,41.9315,38.405,45.017,43.8247,43.8823,41.6359,42.3816,39.1685,46.3597,39.8912,42.6025,48.6513,43.7479,46.4039,41.8891
CC24_312b,Approval,approval4_dist,% Strongly disapprove,Job approval — U.S. Congress,33.36,26.89,32.64,28.8,43.55,24.23,39.71,25.8874,29.4516,27.6922,31.3667,29.8846,28.435,36.175,35.4375,30.72,28.0213,38.1087,32.0546,32.77,33.518,38.6405,31.97,42.124,30.3718,30.3673,28.6127,29.3967,35.4375,29.0065,30.3795,33.5238,30.1179,29.0379,27.8399,32.1043
CC24_312c,Approval,approval4,Weighted mean,Job approval — U.S. Supreme Court,2.8519,2.214,3.3809,2.9346,2.519,2.4258,3.6724,2.2938,2.7339,2.5167,3.2329,2.8217,2.9034,3.5267,2.7476,3.1578,2.6408,2.6723,2.3086,2.0714,3.1738,2.9069,3.0491,3.817,2.8142,2.8116,2.7897,2.7253,2.7476,2.4893,3.1182,3.4174,2.2731,2.5759,2.5375,3.3021
CC24_312c,Approval,approval4_dist,% Strongly approve,Job approval — U.S. Supreme Court,11.79,21.92,2.47,6.85,12.73,19.31,1.2,20.9363,13.255,15.5906,3.9224,11.7904,10.89,1.835,9.496,4.66,12.994,10.5609,19.0711,25.1148,8.444,8.113,10.255,0.165,11.2506,11.5706,11.9153,12.8308,9.496,16.7733,5.0484,2.3113,20.1394,14.1421,16.6876,3.2934
CC24_312c,Approval,approval4_dist,% Somewhat approve,Job approval — U.S. Supreme Court,30.14,47.65,15.38,29.08,45.41,39.08,5.06,44.42,33.2737,39.8506,19.9229,30.8438,27.23,10.22,36.4285,22.23,36.651,39.3859,46.9556,51.8297,18.668,31.8965,22.07,3.169,31.4371,31.3203,31.3204,33.5184,36.4285,40.451,23.4449,14.09,47.216,38.747,38.2312,17.7571
CC24_312c,Approval,approval4_dist,% Somewhat disapprove,Job approval — U.S. Supreme Court,19.16,17.54,23.75,27.83,19.1,21.33,19.04,18.9685,20.3066,21.8618,25.1029,20.7742,22.54,21.395,23.9015,25.79,23.6348,22.3205,18.0236,13.865,19.956,21.1925,20.185,11.473,21.9613,21.4901,22.6512,21.9473,23.9015,19.8556,26.1518,23.1612,17.8422,22.4972,19.725,24.4068
CC24_312c,Approval,approval4_dist,% Strongly disapprove,Job approval — U.S. Supreme Court,38.91,12.89,58.4,36.24,22.77,20.28,74.7,15.6753,33.1647,22.697,51.0517,36.5916,39.34,66.55,30.1785,47.32,26.7202,27.7391,15.9528,9.1905,52.932,38.8035,47.49,85.19,35.3515,35.6195,34.1133,31.7043,30.1785,22.9209,45.3549,60.4375,14.8042,24.6145,25.3563,54.5427
pew_churatd,Religion,ordinal,Weighted mean,Church attendance (1=More than once/week … 6=Never),4.3047,3.8983,4.8238,3.9597,4.1155,3.7676,4.8051,3.849,4.3106,3.9241,4.5373,4.3803,4.2957,4.8145,4.0298,4.3918,3.9347,4.058,3.9656,3.8762,4.3901,4.4342,4.2864,5.191,4.2414,4.2503,4.1665,4.1457,4.0298,4.0397,4.3151,4.8215,3.9404,3.9435,4.1029,4.653
pew_churatd,Religion,ordinal_dist,% More than once/week,Church attendance (1=More than once/week … 6=Never),6.93,9.68,2.3,10.57,7.99,10.82,2.87,10.1097,6.3922,10.0538,5.0423,5.8365,6.56,2.585,9.409,6.435,10.2071,8.9418,9.1561,10.6404,6.05,5.4295,6.845,0.846,7.2515,7.1557,7.8414,7.9518,9.409,8.6999,7.1683,2.3712,9.3526,9.9719,8.0652,3.9474
pew_churatd,Religion,ordinal_dist,% Once/week,Church attendance (1=More than once/week … 6=Never),16.81,21.32,9.45,20.57,19.62,24.28,11.07,22.4356,16.0319,21.005,13.1374,15.1381,16.865,10.26,20.1425,15.01,20.8758,19.9705,20.793,21.8835,16.354,15.0435,17.675,6.329,17.1142,17.0729,18.2863,18.5651,20.1425,19.7027,15.9961,9.6525,20.9906,20.8397,18.9187,11.6918
pew_churatd,Religion,ordinal_dist,% 1–2x/month,Church attendance (1=More than once/week … 6=Never),6.59,8.21,5.53,7.41,6.91,8.66,5.64,8.3796,7.0161,7.874,6.1534,6.8143,7.095,5.585,7.185,6.47,7.7362,7.0945,7.807,7.1761,6.848,6.289,7.15,3.676,7.0571,7.0477,7.3192,7.3616,7.185,7.6906,6.6367,5.5438,7.9581,7.7362,7.6299,5.9039
pew_churatd,Religion,ordinal_dist,% Few times/year,Church attendance (1=More than once/week … 6=Never),13.26,15.41,13.21,13.8,13.52,14.14,11.04,14.9313,14.4299,14.7338,13.4056,14.2642,13.675,12.125,13.674,13.505,14.4564,13.6233,14.8241,14.8073,12.28,13.3805,12.59,9.749,14.0403,13.9777,13.9935,14.0816,13.674,14.6885,13.5573,12.9388,15.0438,14.5109,14.6486,13.2584
pew_churatd,Religion,ordinal_dist,% Seldom,Church attendance (1=More than once/week … 6=Never),21.34,21.04,25.3,19.08,22.2,17.78,21.87,19.8113,22.9378,20.2168,23.2374,23.2586,21.54,23.585,20.484,22.19,19.8791,21.049,21.3996,20.4912,20.234,23.595,19.825,20.853,21.8864,21.8018,21.0561,21.162,20.484,21.2646,21.6384,24.8713,21.2648,20.205,21.5195,23.9671
pew_churatd,Religion,ordinal_dist,% Never,Church attendance (1=More than once/week … 6=Never),35.06,24.34,44.2,28.57,29.75,24.32,47.51,24.3325,33.1876,26.1166,39.0171,34.6831,34.26,45.855,29.101,36.385,26.8454,29.3147,26.0171,24.9966,38.234,36.2525,35.915,58.554,32.6468,32.9406,31.5002,30.8745,29.101,27.9515,34.999,44.6138,25.3882,26.7355,29.2157,41.2236
pew_religimp,Religion,ordinal,Weighted mean,Importance of religion (1=Very important … 4=Not at all important),2.2895,1.8674,2.6814,2.0918,2.0313,1.9027,2.7807,1.8807,2.23,1.9616,2.4859,2.2913,2.2921,2.731,2.0646,2.3866,2.0003,2.0536,1.9182,1.8408,2.4295,2.3238,2.3417,3.2716,2.2157,2.2273,2.1804,2.1479,2.0646,2.0187,2.3343,2.6938,1.8992,1.9852,2.0735,2.5683
pew_religimp,Religion,ordinal_dist,% Very important,Importance of religion (1=Very important … 4=Not at all important),36.11,48.48,19.72,42.43,43.65,49.94,20.59,49.0303,35.6674,45.939,27.2506,33.5018,34.83,20.155,42.979,31.075,44.8966,43.1999,46.9827,50.93,32.33,32.8815,35.265,10.092,36.9377,36.767,38.6057,39.6294,42.979,43.6177,33.0888,19.8288,47.5442,45.2719,41.6683,24.2222
pew_religimp,Religion,ordinal_dist,% Somewhat important,Importance of religion (1=Very important … 4=Not at all important),23.67,27.37,25.8,25.18,26.05,22.8,20.7,25.6476,26.6706,26.4502,25.5944,26.5523,24.3,23.25,25.5715,25.49,26.0729,25.7291,26.9608,25.3169,21.54,25.9375,21.75,13.676,25.8339,25.5085,25.078,25.3271,25.5715,26.4545,25.435,25.1625,27.1142,26.2409,26.1893,25.5184
pew_religimp,Religion,ordinal_dist,% Not too important,Importance of religion (1=Very important … 4=Not at all important),15.38,13.08,21.12,13.17,13.82,14.31,18.76,13.5436,16.6618,13.1178,18.4838,17.2672,17.715,19.94,13.4625,17.145,13.1333,13.5802,13.3094,12.492,16.98,17.105,16.535,15.198,15.9532,15.962,15.9963,15.6727,13.4625,14.366,16.44,20.825,13.2234,13.1778,15.2692,19.4797
pew_religimp,Religion,ordinal_dist,% Not at all important,Importance of religion (1=Very important … 4=Not at all important),24.84,11.07,33.37,19.22,16.48,12.95,39.95,11.7786,21.0046,14.493,28.6779,22.6838,23.16,36.66,17.987,26.295,15.8972,17.4908,12.7471,11.2611,29.15,24.0805,26.45,61.027,21.2784,21.7655,20.3231,19.3735,17.987,15.5633,25.0402,34.1925,12.1182,15.3094,16.8756,30.7874
pew_bornagain,Religion,binary,% Supporting,Born-again or evangelical Christian,31.2824,42.5602,19.1665,37.7053,39.8736,43.0441,14.1411,42.7426,32.1383,40.5211,25.314,30.3768,31.1053,16.6538,38.681,28.4359,39.6846,39.0737,41.7274,45.0722,25.7023,30.5554,28.5926,5.1852,32.9902,32.6965,34.3587,35.2895,38.681,38.6545,30.0799,18.5383,42.0397,40.075,36.8971,22.6625
ideo5,Demographics,ordinal,Weighted mean,Ideological self-identification (1=Very Liberal … 5=Very Conservative),3.0532,3.8076,2.4795,2.9469,3.7281,3.3999,2.1897,3.6539,3.2159,3.4461,2.6345,3.1159,2.9397,2.3346,3.2984,2.7132,3.2978,3.4399,3.783,4.0048,2.6738,3.1662,2.7948,1.6017,3.1234,3.1132,3.1007,3.1979,3.2984,3.4983,2.7547,2.4433,3.7922,3.3968,3.4104,2.5626
ideo5,Demographics,ordinal_dist,% Very Liberal,Ideological self-identification (1=Very Liberal … 5=Very Conservative),12.68,1.19,14.0,7.75,2.89,4.27,21.77,2.3509,6.8969,3.9452,11.9275,7.8614,9.135,17.885,5.563,10.875,5.0755,4.6829,1.717,0.8372,14.77,7.8895,13.02,53.141,7.6306,8.3678,7.4343,6.6539,5.563,4.0068,10.3208,14.9712,1.5194,4.4032,4.8729,13.0112
ideo5,Demographics,ordinal_dist,% Liberal,Ideological self-identification (1=Very Liberal … 5=Very Conservative),17.76,3.13,34.17,18.1,3.55,9.4,41.02,5.4932,16.9583,9.4174,28.8412,19.2956,21.785,37.595,11.5525,26.135,11.9967,8.9175,3.2602,1.8511,28.372,17.329,25.21,34.197,17.8014,17.74,17.6557,15.6302,11.5525,9.4669,24.71,35.0263,3.2114,10.2031,11.8465,31.2175
ideo5,Demographics,ordinal_dist,% Moderate,Ideological self-identification (1=Very Liberal … 5=Very Conservative),34.4,32.22,43.41,51.41,35.05,41.62,34.22,35.7629,37.2051,40.2798,46.0628,38.0478,42.515,38.815,44.048,47.41,43.5862,41.0852,33.0973,25.4384,37.18,38.812,37.92,12.179,40.4389,39.4786,42.3135,40.92,44.048,36.6688,48.1194,42.2612,32.7683,41.4589,36.6043,44.6992
ideo5,Demographics,ordinal_dist,% Conservative,Ideological self-identification (1=Very Liberal … 5=Very Conservative),21.89,40.64,6.71,17.17,34.9,31.49,2.44,37.1914,25.5242,30.7826,10.1785,22.9693,19.1,4.575,25.1485,11.94,26.7387,28.3594,38.8606,39.7482,14.06,22.2145,16.965,0.323,22.8432,23.0218,22.5896,24.8618,25.1485,32.3958,12.8675,6.1762,39.5279,29.1696,30.7125,8.6377
ideo5,Demographics,ordinal_dist,% Very Conservative,Ideological self-identification (1=Very Liberal … 5=Very Conservative),13.27,22.82,1.7,5.56,23.62,13.23,0.55,19.2055,13.411,15.5708,2.98,11.8207,7.465,1.125,13.687,3.63,12.5969,16.9577,23.068,32.13,5.622,13.756,6.89,0.163,11.2819,11.3887,10.0049,11.9331,13.687,17.461,3.9723,1.5562,22.975,14.7612,15.9631,2.4247
CC24_330a,Demographics,ordinal,Weighted mean,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),4.1069,5.3683,3.1107,3.8995,5.2187,4.6484,2.619,5.097,4.3625,4.7514,3.3723,4.1925,3.8796,2.8649,4.4931,3.5051,4.4983,4.732,5.3219,5.6884,3.4308,4.2701,3.6337,1.8078,4.2018,4.1875,4.1574,4.3229,4.4931,4.8386,3.5751,3.0493,5.3393,4.6662,4.6884,3.2508
CC24_330a,Demographics,ordinal_dist,% Very Liberal,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),11.37,1.34,12.02,7.25,2.13,4.53,19.88,2.5423,6.0979,3.8222,10.4383,6.9021,8.275,15.95,4.946,9.635,4.8405,4.0188,1.5849,0.7275,13.74,6.5805,12.205,48.268,6.8544,7.5472,6.8031,6.0739,4.946,3.7322,9.212,13.0025,1.4931,4.1792,4.5187,11.3257
CC24_330a,Demographics,ordinal_dist,% Liberal,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),13.83,1.76,25.7,12.61,2.48,6.69,32.28,3.6181,12.4253,6.317,21.3594,14.228,16.195,28.99,8.0515,19.155,8.1865,6.217,1.9832,1.0985,22.044,12.929,19.485,31.781,13.011,13.1132,12.8622,11.3469,8.0515,6.6184,17.9942,26.5225,1.8995,6.9177,8.4991,23.3263
CC24_330a,Demographics,ordinal_dist,% Somewhat Liberal,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),9.49,2.83,18.72,11.68,3.2,7.06,21.18,4.4243,9.909,6.547,16.3855,11.1055,12.89,19.95,7.864,15.2,8.0719,6.3283,2.9447,1.5805,15.532,10.184,14.12,11.475,10.6096,10.4231,10.8018,9.6875,7.864,6.2874,14.5757,19.0275,2.9017,7.0206,7.4696,17.4096
CC24_330a,Demographics,ordinal_dist,% Moderate,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),25.52,23.33,32.97,41.28,26.82,30.67,22.15,26.0964,27.6246,30.869,35.7256,28.3505,31.82,27.56,34.773,37.125,33.9618,32.1543,24.4119,17.0825,25.558,29.5875,26.41,8.032,30.604,29.7234,32.1012,30.9367,34.773,27.3256,37.8619,31.6175,24.0062,32.0351,26.9751,34.2694
CC24_330a,Demographics,ordinal_dist,% Somewhat Conservative,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),10.06,15.62,5.52,11.13,16.61,14.91,2.44,15.3524,11.1204,13.7342,7.3803,10.3599,10.215,3.98,13.596,8.325,12.9606,14.5884,15.9269,14.3754,7.428,11.6195,8.675,0.283,11.0294,10.9749,11.3816,12.0398,13.596,13.7958,8.8225,5.135,15.8118,13.5822,13.0151,6.5292
CC24_330a,Demographics,ordinal_dist,% Conservative,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),17.31,33.79,3.44,10.69,26.45,24.47,1.38,30.2773,20.2691,24.088,5.8441,17.9837,13.955,2.41,17.782,7.065,20.1079,20.6361,31.5146,34.9709,10.616,16.0955,12.925,0.126,17.3195,17.5824,16.8539,18.8837,17.782,25.9362,7.7079,3.1825,32.3679,22.3736,24.7125,4.8042
CC24_330a,Demographics,ordinal_dist,% Very Conservative,Ideology self-placement 7-pt (1=Very Liberal … 7=Very Conservative),12.42,21.33,1.62,5.36,22.31,11.67,0.69,17.6891,12.5492,14.6226,2.8602,11.065,6.645,1.155,12.9875,3.49,11.871,16.0571,21.6338,30.1598,5.082,12.9995,6.18,0.035,10.569,10.6328,9.1931,11.0288,12.9875,16.303,3.8217,1.5038,21.5199,13.8915,14.8073,2.3279
pid3,Demographics,categorical_dist,% Democrat,Party identification (3-point),34.18,10.32,54.02,35.88,9.67,25.34,68.92,15.981,29.7884,21.0552,48.0048,33.079,39.68,61.47,24.0855,44.95,25.4592,19.3389,10.1185,5.8414,51.488,29.6275,47.13,70.666,32.3831,32.6684,33.4465,30.1031,24.0855,20.0915,43.3414,55.8825,10.1941,22.2943,23.6689,50.9112
pid3,Demographics,categorical_dist,% Republican,Party identification (3-point),29.97,58.32,6.98,17.04,45.82,43.8,3.63,52.8474,35.448,40.9824,10.3159,31.5821,25.39,5.305,29.991,12.01,33.8699,35.2031,54.445,58.9766,19.698,28.342,23.715,0.118,30.0768,30.6353,29.6035,33.0698,29.991,44.912,12.9021,6.5612,55.8981,37.9651,43.1811,8.8576
pid3,Demographics,categorical_dist,% Independent,Party identification (3-point),27.28,25.11,29.84,29.35,32.7,26.88,24.11,25.7771,27.2172,26.8908,29.6775,27.5734,28.36,26.975,30.8575,29.595,27.6214,31.4642,27.4629,27.805,25.218,31.413,25.495,21.264,27.9505,27.6872,28.0947,28.12,30.8575,26.9445,29.5515,29.1238,26.5806,27.6737,26.5799,29.5644
pid3,Demographics,categorical_dist,% Other,Party identification (3-point),4.02,3.46,2.32,4.69,5.88,1.59,2.08,2.7552,2.9521,3.9766,3.1059,2.8663,1.955,2.2,5.2255,3.505,4.1885,5.441,4.2102,5.2877,1.884,4.278,1.835,6.225,3.331,3.2642,2.841,3.0531,5.2255,3.4657,3.7152,2.29,3.9289,4.2201,2.8546,2.7795
pid3,Demographics,categorical_dist,% Not sure,Party identification (3-point),4.55,2.79,6.85,13.03,5.93,2.39,1.26,2.6392,4.5987,7.0908,8.8993,4.9044,4.62,4.055,9.835,9.94,8.8552,8.5492,3.7634,2.0893,1.712,6.344,1.825,1.723,6.2597,5.7463,6.0155,5.6551,9.835,4.5866,10.488,6.1512,3.3984,7.8422,3.7178,7.8931
gender4,Demographics,categorical_dist,% Man,Gender,48.62,48.95,44.62,39.27,51.21,54.4,51.95,51.0041,47.021,44.8844,42.8459,46.6949,49.51,48.285,44.643,41.945,43.2165,46.8053,49.6506,56.1481,52.93,48.2445,53.175,46.978,46.1567,46.7512,47.3408,47.8094,44.643,48.0217,41.4706,45.5362,49.3879,44.5662,48.8343,43.7948
gender4,Demographics,categorical_dist,% Woman,Gender,50.7,50.85,54.82,60.37,48.69,45.48,47.8,48.826,52.6186,54.8484,56.6604,52.9176,50.15,51.31,55.114,57.595,56.4887,52.9988,50.1804,43.6225,46.872,51.4485,46.64,49.996,53.5057,52.8682,52.3404,51.8949,55.114,51.7271,58.0872,53.9425,50.4315,55.166,50.8912,55.6943
gender4,Demographics,categorical_dist,% Non-binary,Gender,0.56,0.08,0.54,0.36,0.06,0.03,0.19,0.0612,0.2849,0.1976,0.4803,0.3196,0.285,0.365,0.225,0.45,0.2458,0.1707,0.0738,0.0408,0.126,0.276,0.11,2.512,0.2821,0.3123,0.2641,0.2359,0.225,0.1658,0.434,0.4962,0.0761,0.2102,0.1843,0.4936
gender4,Demographics,categorical_dist,% Other,Gender,0.12,0.12,0.01,0.0,0.04,0.09,0.06,0.1087,0.071,0.0696,0.0067,0.0627,0.05,0.035,0.018,0.005,0.0489,0.0252,0.0952,0.1837,0.072,0.0265,0.075,0.511,0.0523,0.0652,0.0516,0.0571,0.018,0.0839,0.0041,0.0162,0.1045,0.0576,0.0878,0.0096
race,Demographics,categorical_dist,% White,Race/ethnicity,67.25,78.39,56.7,43.36,70.24,66.18,69.36,73.7881,68.7271,63.6774,52.2765,67.0938,61.44,63.03,55.456,50.03,57.6417,60.324,75.8635,79.7522,68.088,64.147,67.77,73.178,62.8924,64.0326,60.9657,63.1894,55.456,70.2578,48.8471,58.2825,76.8109,61.3012,70.9373,54.467
race,Demographics,categorical_dist,% Black,Race/ethnicity,11.64,5.96,16.39,27.29,9.48,11.87,12.02,8.1875,10.6066,14.9186,20.0044,11.3919,14.13,14.205,19.2755,21.84,18.5938,16.0501,7.0512,3.5884,11.96,12.5895,11.945,7.099,14.3807,13.6214,15.2218,13.9516,19.2755,10.2845,22.8066,15.8438,6.642,16.2573,9.5505,18.4013
race,Demographics,categorical_dist,% Hispanic,Race/ethnicity,9.61,6.69,13.07,15.12,8.26,9.72,9.22,7.832,9.5323,10.2306,13.7498,10.0127,11.395,11.145,12.033,14.095,11.6831,10.7907,7.1767,6.0138,9.42,10.4245,9.47,9.014,10.7806,10.522,11.2665,10.6592,12.033,8.784,14.2768,12.5888,6.9942,10.7731,8.7845,13.3537
race,Demographics,categorical_dist,% Asian,Race/ethnicity,4.27,4.05,6.23,5.14,2.79,4.37,4.54,4.1706,5.0212,4.5078,5.8686,5.1853,5.3,5.385,4.0825,5.685,4.6956,3.6569,3.6594,2.9818,4.472,4.338,4.455,3.394,4.9241,4.8639,5.0171,4.8022,4.0825,4.3847,5.5884,6.0188,3.8059,4.4682,4.6412,5.9624
race,Demographics,categorical_dist,% Native American,Race/ethnicity,1.15,1.05,0.72,1.65,1.71,1.42,0.54,1.1895,0.903,1.302,1.0284,0.8781,1.07,0.63,1.677,1.185,1.4054,1.6879,1.2546,1.6233,0.892,1.2645,0.98,0.382,1.1077,1.0831,1.1859,1.1996,1.677,1.1472,1.2675,0.6975,1.1779,1.3817,1.0333,0.8976
race,Demographics,categorical_dist,% Multiracial,Race/ethnicity,3.99,2.3,5.21,5.41,3.91,4.0,2.85,2.9407,3.5964,3.6062,5.2763,3.8155,4.605,4.03,4.735,5.31,4.1421,4.4634,2.7991,3.1918,3.31,4.495,3.425,5.471,4.0592,4.0211,4.3543,4.1463,4.735,3.2808,5.3277,4.915,2.6119,3.8836,3.3106,5.1756
race,Demographics,categorical_dist,% Other,Race/ethnicity,1.73,1.39,1.36,1.51,3.18,1.86,1.18,1.5671,1.3766,1.4404,1.4097,1.3744,1.61,1.27,2.2615,1.435,1.4611,2.5639,1.9449,2.6983,1.452,2.361,1.52,0.866,1.524,1.5182,1.5775,1.6608,2.2615,1.5809,1.4483,1.3375,1.7368,1.5807,1.4644,1.3839
race,Demographics,categorical_dist,% Middle Eastern,Race/ethnicity,0.35,0.15,0.31,0.52,0.43,0.58,0.29,0.3121,0.2213,0.3054,0.3796,0.2333,0.445,0.3,0.4795,0.415,0.3692,0.4632,0.2368,0.15,0.406,0.376,0.435,0.589,0.3217,0.328,0.4047,0.3835,0.4795,0.2667,0.4336,0.3075,0.2043,0.3451,0.2641,0.3507
educ,Demographics,categorical_dist,% No HS,Education level,6.31,7.16,5.64,11.15,7.08,7.2,2.35,7.1751,6.4828,8.8358,7.4671,6.3684,6.42,3.995,9.3185,8.395,9.5233,8.5814,7.1352,6.1702,4.29,6.432,4.775,2.123,7.3121,7.0618,7.4757,7.3725,9.3185,7.3399,8.8836,5.2288,7.1445,9.0308,6.7935,6.6229
